"[[0.0, 0.0], [79.59479, -117.6367], [406.78137, 26.57191], [1227.50616, 26.7527], [1558.11887, -117.89042], [1634.28, 1.01669], [1309.43136, 136.89201], [820.24212, 161.36756], [328.43012, 137.03455]]","[[0.0, 0.0], [79.59479, -117.6367], [406.78137, 26.57191], [1227.50616, 26.7527], [1558.11887, -117.89042], [1634.28, 1.01669], [1309.43136, 136.89201], [820.24212, 161.36756], [328.43012, 137.03455]]","[[1231.6336095938864, -146.73092067380568], [1560.0637295938864, -9.696370673805689], [1636.2248595938863, 109.2107393261943], [1556.6300695938867, 226.84743932619432], [1231.7814295938865, 362.7227593261943], [742.5921895938864, 387.1983093261943], [250.78018959388646, 362.8652993261943], [1.844697220476064, 258.99917652229703], [-246.74265040611135, 362.97647932619304], [-735.9318904061114, 387.45202932619304], [-1227.7438904061114, 363.11901932619304], [-1556.1740104061114, 226.08446932619302], [-1632.335140406111, 107.17735932619303], [-1552.7403504061108, -10.459340673806977], [-1227.8917104061106, -146.33466067380698], [-738.702470406111, -170.81021067380692], [-246.8904704061108, -146.4772006738069], [2.045021967299135, -42.61107786990979], [250.63236959388428, -146.58838067380475], [739.821609593884, -171.06393067380475]]"
"[[0.0, 0.0], [79.59479, -117.6367], [406.78137, 26.57191], [1227.50616, 26.7527], [1558.11887, -117.89042], [1634.28, 1.01669], [1309.43136, 136.89201], [820.24212, 161.36756], [328.43012, 137.03455]]","[[0.0, 0.0], [2.26649, -115.97093], [276.88096, 43.46849], [935.26425, 57.36145], [1080.18328, 38.61706], [1361.38214, -116.66199], [1344.34401, -6.04608], [1248.8862, 65.15599], [1128.94811, 114.78875], [853.43557, 144.09885], [245.54604, 129.9632]]","[[1347.711139593886, -156.92828067380574], [1593.2571795938861, -26.965080673805744], [1669.418309593886, 91.94202932619424], [1667.151819593886, 207.91295932619425], [1342.3031795938864, 343.78827932619424], [853.1139395938862, 368.26382932619424], [361.30193959388635, 343.93081932619424], [172.66781606345057, 265.2249069919732], [-16.81247040611379, 344.47933932619424], [-506.00171040611383, 368.95488932619423], [-997.8137104061138, 344.62187932619423], [-1326.2438304061138, 207.5873293261942], [-1309.205700406114, 96.9714193261942], [-1229.6109104061138, -20.66528067380581], [-1134.153100406114, -91.86735067380575], [-1014.2150104061135, -141.5001106738058], [-738.7024704061138, -170.81021067380573], [-130.81294040611385, -156.67456067380581], [32.78034959388617, -84.57025567380582], [164.59000805884102, -26.474695544763023], [194.30722116282823, -26.468149410148193], [344.37097959388575, -92.12107067380575], [464.30906959388676, -141.75383067380582], [739.8216095938863, -171.06393067380571]]"
"[[0.0, 0.0], [79.59479, -117.6367], [406.78137, 26.57191], [1227.50616, 26.7527], [1558.11887, -117.89042], [1634.28, 1.01669], [1309.43136, 136.89201], [820.24212, 161.36756], [328.43012, 137.03455]]","[[0.0, 0.0], [17.50944, -72.0614], [541.25142, -88.3143], [1029.7833, -70.68826], [1046.01195, 0.49759], [1031.36484, 11.63143], [967.39494, -34.47557], [743.57734, -39.71981], [687.2241, 7.08434], [538.50979, 6.70189], [525.7824, -26.8493], [508.19578, 6.75427], [359.6617, 7.52211], [303.83557, -39.13062], [79.60464, -34.52957], [15.23954, 11.63143]]","[[803.7915095938861, -124.95693067380572], [979.5550728067838, -120.83863832886232], [1083.9623495938863, -166.51684067380566], [1232.6766595938861, -166.13439067380568], [1239.285768421827, -155.81587215384772], [1262.9906695938862, -166.18677067380568], [1411.524749593886, -166.9546106738057], [1467.350879593886, -120.30188067380567], [1648.4113530696036, -124.01710538203592], [1755.9469095938862, -171.06393067380571], [1771.1864495938862, -159.43250067380572], [1847.3475795938862, -40.52539067380572], [1829.8381395938864, 31.536009326194304], [1504.9894995938862, 167.41132932619428], [1015.800259593886, 191.88687932619428], [492.05827959388535, 208.13977932619423], [3.5263995938854578, 190.51373932619424], [-488.28560040611455, 166.18072932619424], [-816.7157204061145, 29.146179326194243], [-832.9443704061146, -42.03967067380577], [-753.3495804061146, -159.67637067380576], [-738.7024704061138, -170.81021067380573], [-631.8112241577328, -123.69752639853155], [-450.9149704061149, -119.45897067380575], [-394.5617304061145, -166.26312067380573], [-245.84742040611422, -165.88067067380572], [-222.5242880684442, -155.60091991122417], [-215.53341040611417, -165.93305067380572], [-66.99933040611381, -166.70089067380576], [36.62319412449119, -121.02890673348202], [213.05772959388605, -124.64921067380575], [277.42282959388604, -170.81021067380573], [507.47691106586853, -69.41308334082848], [739.8216095938863, -171.06393067380571]]"
"[[0.0, 0.0], [79.59479, -117.6367], [406.78137, 26.57191], [1227.50616, 26.7527], [1558.11887, -117.89042], [1634.28, 1.01669], [1309.43136, 136.89201], [820.24212, 161.36756], [328.43012, 137.03455]]","[[1068.45649, -33.32705], [990.36047, 22.80436], [543.607, -12.27159], [37.37176, 25.21468], [34.67767, -17.63578], [531.76859, -56.79294]]","[[815.9827395938862, -52.1568206738057], [818.6768295938862, -9.306360673805685], [493.82818959388624, 126.56895932619432], [-3.262730406113633, 165.7261193261943], [-492.4519704061137, 190.2016693261943], [-1029.139870406114, 166.7357793261943], [-1520.9518704061138, 142.4027693261943], [-1849.3819904061138, 5.368219326194293], [-1769.7872004061137, -112.26848067380571], [-1691.6911804061137, -168.39989067380571], [-1244.9377104061139, -133.3239406738057], [-738.7024704061138, -170.81021067380573], [-575.1091804061138, -98.70590567380572], [-474.45258391553955, -54.34116471396385], [-213.16710040611395, -168.65361067380564], [233.58636959388605, -133.57766067380564], [739.8216095938863, -171.06393067380566]]"
"[[0.0, 0.0], [79.59479, -117.6367], [406.78137, 26.57191], [1227.50616, 26.7527], [1558.11887, -117.89042], [1634.28, 1.01669], [1309.43136, 136.89201], [820.24212, 161.36756], [328.43012, 137.03455]]","[[-0.63103, -55.09434], [302.94216, -65.54361], [449.08999, -90.18091], [753.89896, -40.65674], [693.04138, 18.8715], [642.21661, -12.64178], [449.10308, -38.77957], [310.95251, 22.3788]]","[[1051.4051495938863, -93.59079067380574], [1127.5662795938863, 25.31631932619426], [802.7176395938864, 161.19163932619426], [459.16493929773355, 178.38057278215805], [352.99661959388663, 196.27820932619426], [-136.1926204061134, 220.75375932619426], [-628.0046204061134, 196.42074932619425], [-932.8135904061143, 146.8965793261943], [-1261.2437104061141, 9.862029326194317], [-1181.6489204061143, -107.77467067380569], [-1120.7913404061135, -167.30291067380574], [-1040.130402103534, -131.75132480524493], [-876.8530404061138, -109.6518406738057], [-738.7024704061138, -170.81021067380573], [-427.1189304061137, -93.33707067380567], [-275.6387707979221, -26.57166953884638], [35.324962208265674, -26.503170166127063], [357.73273959388644, -167.55663067380573], [408.55750959388615, -136.04335067380572], [600.4185801218819, -110.0750802443027], [739.8216095938863, -171.06393067380571]]"
"[[0.0, 0.0], [79.59479, -117.6367], [406.78137, 26.57191], [1227.50616, 26.7527], [1558.11887, -117.89042], [1634.28, 1.01669], [1309.43136, 136.89201], [820.24212, 161.36756], [328.43012, 137.03455]]","[[-115.13649, 289.65738], [-145.33096, 234.79107], [-139.29988, 213.65046], [326.81951, 100.13691], [406.37046, 129.19023], [572.16514, 224.70849], [589.78091, 320.28748], [299.78253, 246.44658], [-2.02004, 314.19055], [-5.42423, 314.65611]]","[[1029.8199895938862, -97.22303067380571], [1331.6225595938863, -164.96700067380567], [1335.026749593886, -165.4325606738057], [1444.7390095938863, -140.4338306738057], [1520.9001395938863, -21.526720673805684], [1551.0946095938862, 33.339589326194314], [1545.063529593886, 54.480199326194295], [1220.214889593886, 190.35551932619427], [754.0954995938864, 303.86906932619434], [264.90625959388626, 328.34461932619433], [-226.90574040611375, 304.01160932619433], [-306.4566904061145, 274.95828932619423], [-634.8868104061145, 137.92373932619424], [-800.6814904061134, 42.40547932619424], [-818.2972604061138, -53.17351067380574], [-738.7024704061138, -170.81021067380573], [-448.7040904061139, -96.96931067380578], [-146.90152040611406, -164.71328067380568], [-143.49733040611432, -165.17884067380572], [-33.78507040611407, -140.18011067380573], [224.22437805112463, -26.461559231735478], [409.20889959388614, -26.420810673805704], [739.8216095938863, -171.06393067380571]]"
"[[0.0, 0.0], [79.59479, -117.6367], [406.78137, 26.57191], [1227.50616, 26.7527], [1558.11887, -117.89042], [1634.28, 1.01669], [1309.43136, 136.89201], [820.24212, 161.36756], [328.43012, 137.03455]]","[[3.83811, -99.17448], [26.84235, -105.70777], [41.01357, -86.58057], [81.70167, -69.23155], [204.94439, -24.91323], [270.10261, -9.5618], [425.24648, -29.00776], [711.2945, -100.46682], [725.6014, -62.50569], [374.50415, 26.08732], [259.89604, 47.23151], [187.34541, 28.60185], [28.97225, -31.06025]]","[[812.3722395938864, -152.43427067380574], [970.7453995938863, -92.77217067380575], [1046.9065295938863, 26.134939326194257], [1072.0406695938864, 94.24916932619425], [747.1920295938864, 230.12448932619424], [724.1877895938865, 236.6577793261942], [234.9985495938863, 261.1333293261942], [-161.8099353716559, 241.50073631758244], [-449.4536004061141, 255.89237932619426], [-941.2656004061141, 231.55936932619426], [-1269.695720406114, 94.52481932619426], [-1284.0026204061137, 56.56368932619429], [-1204.4078304061136, -61.07301067380571], [-853.3105804061139, -149.66602067380575], [-738.7024704061138, -170.81021067380573], [-666.1518404061137, -152.18055067380564], [-507.77868040611384, -92.51845067380573], [-358.19710161827925, -26.589855562725347], [194.43945854517892, -26.468120280777853], [274.1162495938863, -61.3267306738057], [625.2134995938861, -149.91974067380573], [739.8216095938863, -171.06393067380571]]"
"[[0.0, 0.0], [79.59479, -117.6367], [406.78137, 26.57191], [1227.50616, 26.7527], [1558.11887, -117.89042], [1634.28, 1.01669], [1309.43136, 136.89201], [820.24212, 161.36756], [328.43012, 137.03455]]","[[566.41942, 258.33608], [495.62834, 343.36658], [369.94847, 298.55162], [277.39236, 278.81127], [198.78277, 289.3646], [83.90526, 340.25433], [-23.74895, 340.29993], [-33.16988, 332.62132], [-29.38506, 316.49116], [127.31885, 201.01511], [177.70381, 177.64308], [225.01948, 167.81014], [288.79543, 168.98391], [377.7857, 185.98089]]","[[865.5014795938862, -126.24897067380573], [958.0575895938862, -106.5086206738057], [1034.5870537137591, -116.78269397173513], [1151.5446895938862, -167.9516806738057], [1259.198899593886, -167.99728067380573], [1268.6198295938862, -160.31867067380574], [1344.780959593886, -41.41156067380574], [1340.9961395938863, -25.281400673805692], [1184.292229593886, 90.19464932619431], [1133.9072695938862, 113.5666793261943], [809.0586295938863, 249.44199932619426], [761.7429595938863, 259.27493932619427], [272.5537195938864, 283.75048932619427], [208.7777695938862, 282.5767193261943], [-283.0342304061138, 258.2437093261943], [-372.0245004061136, 241.24672932619427], [-560.6582204061137, 168.89153932619428], [-889.0883404061137, 31.85698932619428], [-809.4935504061137, -85.77971067380572], [-738.7024704061138, -170.81021067380573], [-613.0226004061137, -125.99525067380583], [-520.4664904061137, -106.25490067380575], [-441.8569004061137, -116.80823067380575], [-326.9793904061137, -167.6979606738057], [-219.32518040611376, -167.74356067380575], [101.15988109814691, -26.488667990573063], [409.20889959388614, -26.420810673805708], [739.8216095938863, -171.06393067380571]]"
"[[0.0, 0.0], [79.59479, -117.6367], [406.78137, 26.57191], [1227.50616, 26.7527], [1558.11887, -117.89042], [1634.28, 1.01669], [1309.43136, 136.89201], [820.24212, 161.36756], [328.43012, 137.03455]]","[[540.15591, 280.96852], [482.51905, 353.54291], [260.01912, 297.23224], [199.24969, 304.25362], [81.88456, 351.66559], [-45.54064, 348.9296], [-58.35156, 335.23872], [-34.10175, 317.21461], [74.30531, 275.27665], [152.35217, 228.53657], [230.84171, 222.76472], [384.29843, 241.34232]]","[[962.321539593886, -114.7532606738057], [1023.0909695938858, -121.77464067380572], [1140.456099593886, -169.18661067380572], [1267.8812995938856, -166.4506206738057], [1280.6922195938855, -152.7597406738057], [1356.8533495938855, -33.852630673805706], [1332.6035395938857, -15.828520673805698], [1205.3384089274678, 37.40301002966703], [1146.1496195938857, 72.8495193261943], [821.3009795938858, 208.72483932619429], [742.811439593886, 214.49668932619426], [253.62219959388585, 238.97223932619426], [-238.18980040611416, 214.63922932619425], [-391.64652040611384, 196.0616293261943], [-547.5040004061143, 156.43542932619425], [-875.9341204061143, 19.400879326194257], [-796.3393304061143, -98.23582067380575], [-738.7024704061138, -170.81021067380573], [-516.2025404061142, -114.49954067380574], [-455.43311040611434, -121.52092067380576], [-338.0679804061142, -168.93289067380573], [-210.6427804061143, -166.19690067380571], [106.33574042529403, -26.487527847593142], [409.20889959388614, -26.4208106738057], [739.8216095938863, -171.06393067380571]]"
"[[0.0, 0.0], [79.59479, -117.6367], [406.78137, 26.57191], [1227.50616, 26.7527], [1558.11887, -117.89042], [1634.28, 1.01669], [1309.43136, 136.89201], [820.24212, 161.36756], [328.43012, 137.03455]]","[[-12.61181, -29.83693], [169.94094, -156.17298], [311.37108, -303.74359], [534.238, -281.51916], [575.30846, -251.43229], [575.78804, -32.41714], [538.47363, -35.02334], [557.57631, -246.81305], [332.63116, -289.36835], [256.86155, -202.63295], [262.26999, -94.80365], [192.5594, -114.57849], [65.5739, -33.17529]]","[[815.9827395938862, -52.15682067380571], [633.4299895938861, 74.17922932619429], [491.9998495938862, 221.74983932619426], [167.15120959388628, 357.62515932619425], [-322.03803040611376, 382.10070932619425], [-813.8500304061138, 357.76769932619425], [-1036.7169504061135, 335.54326932619426], [-1365.1470704061135, 198.50871932619427], [-1406.2175304061134, 168.42184932619423], [-1406.6971104061136, -50.593300673805714], [-1327.1023204061137, -168.2300006738057], [-1289.7879104061137, -165.62380067380576], [-1045.8756412524278, -58.11862947577278], [-1013.5842704061139, -105.8434906738057], [-943.873680406114, -86.06865067380572], [-816.888180406114, -167.47185067380573], [-738.7024704061138, -170.8102106738057], [-411.5158904061138, -26.601600673805706], [-173.00018827279428, -26.549060218936926], [151.42175959388624, -168.4837206738057], [188.7361695938862, -165.87752067380575], [264.89729959388615, -46.97041067380576], [263.04670265560435, -26.453007414913614], [282.8860020909144, -26.44863719606728], [464.93980959388614, -106.09721067380572], [498.81003529877535, -96.48922580266816], [661.635899593886, -167.72557067380575], [739.8216095938863, -171.06393067380571]]"
